,sta,ondate,offdate,lat,lon,elev,staname,statype,refsta,dnorth,deast,lddate,type
76871,K08A,2006292,-1,42.7308,-118.4864,1.391,-,-,-,0,0,2019-Jan-11,RMT
76872,K09A,2006292,-1,42.6996,-117.7251,1.176,-,-,-,0,0,2019-Jan-11,RMT
76874,L05A,2006292,-1,42.0472,-120.8336,1.751,-,-,-,0,0,2019-Jan-11,RMT
76875,L07A,2006292,-1,42.0187,-119.3398,1.816,-,-,-,0,0,2019-Jan-11,RMT
76876,L08A,2006292,-1,42.1901,-118.3445,1.49,-,-,-,0,0,2019-Jan-11,RMT
76882,LJI,2006292,-1,43.8208,-112.844,1.6,-,-,-,0,0,2019-Jan-11,RMT
76884,LLRI,2006292,-1,43.723,-112.933,1.471,-,-,-,0,0,2019-Jan-11,RMT
76894,M10A,2006292,-1,41.522,-116.5396,1.6874,-,-,-,0,0,2019-Jan-11,RMT
76895,M11A,2006292,-1,41.4311,-115.7912,1.849,-,-,-,0,0,2019-Jan-11,RMT
76896,M12A,2006292,-1,41.4157,-114.9151,1.93,-,-,-,0,0,2019-Jan-11,RMT
76897,M13A,2006292,-1,41.3602,-114.1655,1.514,-,-,-,0,0,2019-Jan-11,RMT
76914,N06A,2006292,-1,40.7484,-119.8346,1.341,-,-,-,0,0,2019-Jan-11,RMT
76919,N12A,2006292,-1,40.8522,-115.0387,1.786,-,-,-,0,0,2019-Jan-11,RMT
76920,N13A,2006292,-1,40.8556,-114.2045,1.385,-,-,-,0,0,2019-Jan-11,RMT
76930,NPRI,2006292,-1,43.5975,-112.8272,1.513,-,-,-,0,0,2019-Jan-11,RMT
76946,O10A,2006292,-1,40.2917,-116.4999,1.47,-,-,-,0,0,2019-Jan-11,RMT
76947,O11A,2006292,-1,40.1313,-115.657,1.948,-,-,-,0,0,2019-Jan-11,RMT
76948,O12A,2006292,-1,40.2679,-114.7454,1.743,-,-,-,0,0,2019-Jan-11,RMT
76949,OR002,2006292,-1,45.0215,-117.8742,1.019,-,-,-,0,0,2019-Jan-11,RMT
76950,OR005,2006292,-1,44.6832,-118.1444,1.318,-,-,-,0,0,2019-Jan-11,RMT
76951,OR009,2006292,-1,44.4657,-119.4132,0.916,-,-,-,0,0,2019-Jan-11,RMT
76952,OR011,2006292,-1,44.3969,-118.836,1.146,-,-,-,0,0,2019-Jan-11,RMT
76953,OR014,2006292,-1,44.2038,-119.0243,1.45,-,-,-,0,0,2019-Jan-11,RMT
76954,OR019,2006292,-1,44.1126,-118.9936,1.452,-,-,-,0,0,2019-Jan-11,RMT
76957,OR064,2006292,-1,43.3887,-119.3472,1.311,-,-,-,0,0,2019-Jan-11,RMT
76959,OR099,2006292,-1,42.7373,-118.689,2.144,-,-,-,0,0,2019-Jan-11,RMT
76960,OR108,2006292,-1,42.6329,-118.977,1.401,-,-,-,0,0,2019-Jan-11,RMT
76961,OR111,2006292,-1,42.5092,-118.904,1.456,-,-,-,0,0,2019-Jan-11,RMT
76963,OR133,2006292,-1,43.9104,-120.429,1.425,-,-,-,0,0,2019-Jan-11,RMT
76970,P10A,2006292,-1,39.6202,-116.4639,1.874,-,-,-,0,0,2019-Jan-11,RMT
76971,P11A,2006292,-1,39.553,-115.7536,1.787,-,-,-,0,0,2019-Jan-11,RMT
76972,P12A,2006292,-1,39.4731,-114.9075,1.878,-,-,-,0,0,2019-Jan-11,RMT
76989,Q11A,2006292,-1,38.8455,-115.6541,1.562,-,-,-,0,0,2019-Jan-11,RMT
76990,Q12A,2006292,-1,39.04,-114.8299,1.625,-,-,-,0,0,2019-Jan-11,RMT
76995,R09A,2006292,-1,38.2397,-117.0718,1.759,-,-,-,0,0,2019-Jan-11,RMT
76996,R10A,2006292,-1,38.2886,-116.3021,1.6,-,-,-,0,0,2019-Jan-11,RMT
77000,RLMT,2006292,-1,45.1221,-109.2673,2.086,-,-,-,0,0,2019-Jan-11,RMT
77002,RRI2,2006292,-1,43.3474,-111.3201,2.558,-,-,-,0,0,2019-Jan-11,RMT
77014,SNP87,2006292,-1,38.6816,-119.6114,2.708,-,-,-,0,0,2019-Jan-11,RMT
77015,SNP97,2006292,-1,38.809,-119.8058,1.77,-,-,-,0,0,2019-Jan-11,RMT
77016,SNPA7,2006292,-1,39.0081,-119.8949,2.35,-,-,-,0,0,2019-Jan-11,RMT
77017,SNPA8,2006292,-1,39.0963,-119.6021,2.004,-,-,-,0,0,2019-Jan-11,RMT
77018,SNPB9,2006292,-1,39.3597,-119.5914,1.855,-,-,-,0,0,2019-Jan-11,RMT
77019,SNPC8,2006292,-1,39.4725,-120.0408,2.562,-,-,-,0,0,2019-Jan-11,RMT
77020,SNPD8,2006292,-1,39.6502,-120.2246,1.546,-,-,-,0,0,2019-Jan-11,RMT
77021,SNPE9,2006292,-1,40.025,-120.1875,1.797,-,-,-,0,0,2019-Jan-11,RMT
77022,SNPF9,2006292,-1,40.1808,-120.3973,1.331,-,-,-,0,0,2019-Jan-11,RMT
77023,SNPG9,2006292,-1,40.3453,-120.6017,1.332,-,-,-,0,0,2019-Jan-11,RMT
77042,U10A,2006292,-1,36.4193,-116.3297,0.668,-,-,-,0,0,2019-Jan-11,RMT
77043,U11A,2006292,-1,36.423,-115.3835,0.867,-,-,-,0,0,2019-Jan-11,RMT
77044,U12A,2006292,-1,36.4321,-114.5388,0.644,-,-,-,0,0,2019-Jan-11,RMT
77045,W12,2006292,-1,45.953,-117.464,0.81,-,-,-,0,0,2019-Jan-11,RMT
77046,W13,2006292,-1,46.122,-117.379,1.667,-,-,-,0,0,2019-Jan-11,RMT
77047,W15,2006292,-1,46.375,-117.548,1.041,-,-,-,0,0,2019-Jan-11,RMT
77048,W16,2006292,-1,46.512,-117.644,0.623,-,-,-,0,0,2019-Jan-11,RMT
77077,YUF,2006292,-1,44.7126,-110.5117,2.394,-,-,-,0,0,2019-Jan-11,RMT
77086,BCYI,2006334,-1,44.3108,-113.4052,2.194,-,-,-,0,0,2019-Jan-11,RMT
77107,D11A,2006334,-1,47.0477,-116.3353,0.849,-,-,-,0,0,2019-Jan-11,RMT
77119,E11A,2006334,-1,46.3559,-116.2092,0.831,-,-,-,0,0,2019-Jan-11,RMT
77134,F11A,2006334,-1,45.8883,-116.1549,1.186,-,-,-,0,0,2019-Jan-11,RMT
77135,F12A,2006334,-1,45.7565,-115.2547,1.442,-,-,-,0,0,2019-Jan-11,RMT
77136,F13A,2006334,-1,45.7893,-114.3317,1.462,-,-,-,0,0,2019-Jan-11,RMT
77137,F14A,2006334,-1,45.8122,-113.3699,1.851,-,-,-,0,0,2019-Jan-11,RMT
77138,F15A,2006334,-1,45.8409,-112.4929,1.995,-,-,-,0,0,2019-Jan-11,RMT
77146,G11A,2006334,-1,45.3997,-116.268,1.343,-,-,-,0,0,2019-Jan-11,RMT
77147,G13A,2006334,-1,45.0931,-114.2329,1.538,-,-,-,0,0,2019-Jan-11,RMT
77148,G14A,2006334,-1,45.2432,-113.4604,2.14,-,-,-,0,0,2019-Jan-11,RMT
77149,G15A,2006334,-1,45.166,-112.4887,1.857,-,-,-,0,0,2019-Jan-11,RMT
77160,H10A,2006334,-1,44.589,-116.7474,0.882,-,-,-,0,0,2019-Jan-11,RMT
77161,H11A,2006334,-1,44.7035,-116.0127,1.525,-,-,-,0,0,2019-Jan-11,RMT
77162,H12A,2006334,-1,44.5494,-114.8554,1.777,-,-,-,0,0,2019-Jan-11,RMT
77180,I10A,2006334,-1,44.086,-116.8029,0.782,-,-,-,0,0,2019-Jan-11,RMT
77181,I11A,2006334,-1,43.9121,-115.9578,1.288,-,-,-,0,0,2019-Jan-11,RMT
77191,J10A,2006334,-1,43.4275,-116.767,0.748,-,-,-,0,0,2019-Jan-11,RMT
77367,W01,2006334,-1,44.921,-115.95,1.63,-,-,-,0,0,2019-Jan-11,RMT
77368,W02,2006334,-1,44.932,-116.14,1.608,-,-,-,0,0,2019-Jan-11,RMT
77369,W03,2006334,-1,44.991,-116.399,1.27,-,-,-,0,0,2019-Jan-11,RMT
77370,W04,2006334,-1,45.045,-116.664,1.392,-,-,-,0,0,2019-Jan-11,RMT
77371,W08,2006334,-1,45.427,-117.359,1.204,-,-,-,0,0,2019-Jan-11,RMT
77372,W09,2006334,-1,45.504,-117.807,1.114,-,-,-,0,0,2019-Jan-11,RMT
77373,W10,2006334,-1,45.64,-117.681,1.114,-,-,-,0,0,2019-Jan-11,RMT
77375,W14,2006334,-1,46.269,-117.499,1.392,-,-,-,0,0,2019-Jan-11,RMT
77378,W20,2006334,-1,44.538,-117.924,1.425,-,-,-,0,0,2019-Jan-11,RMT
77428,BURN,2007067,-1,43.5729,-119.1313,1.615,-,-,-,0,0,2019-Jan-11,RMT
77440,D12A,2007067,-1,47.0528,-115.3525,1.135,-,-,-,0,0,2019-Jan-11,RMT
77479,G10A,2007067,-1,45.2925,-117.1204,1.527,-,-,-,0,0,2019-Jan-11,RMT
77497,H13A,2007067,-1,44.5642,-114.2545,1.563,-,-,-,0,0,2019-Jan-11,RMT
77517,I13A,2007067,-1,43.9146,-114.1169,2.104,-,-,-,0,0,2019-Jan-11,RMT
77527,J11A,2007067,-1,43.4151,-115.8278,1.302,-,-,-,0,0,2019-Jan-11,RMT
77528,J12A,2007067,-1,43.25,-115.098,1.587,-,-,-,0,0,2019-Jan-11,RMT
77529,J13A,2007067,-1,43.3979,-114.1742,1.552,-,-,-,0,0,2019-Jan-11,RMT
77531,JORV,2007067,-1,42.9777,-117.0537,1.338,-,-,-,0,0,2019-Jan-11,RMT
77537,K10A,2007067,-1,42.7779,-116.8705,1.701,-,-,-,0,0,2019-Jan-11,RMT
77538,K11A,2007067,-1,42.7713,-116.0323,0.914,-,-,-,0,0,2019-Jan-11,RMT
77539,K12A,2007067,-1,42.636,-114.9029,1.091,-,-,-,0,0,2019-Jan-11,RMT
77540,K13A,2007067,-1,42.6493,-114.084,1.222,-,-,-,0,0,2019-Jan-11,RMT
77541,K14A,2007067,-1,42.5452,-113.176,1.387,-,-,-,0,0,2019-Jan-11,RMT
77547,L10A,2007067,-1,42.0773,-116.4711,1.537,-,-,-,0,0,2019-Jan-11,RMT
77548,L11A,2007067,-1,42.1669,-115.7541,1.511,-,-,-,0,0,2019-Jan-11,RMT
77549,L12A,2007067,-1,42.146,-115.0162,1.756,-,-,-,0,0,2019-Jan-11,RMT
77550,L13A,2007067,-1,42.0886,-113.9444,1.482,-,-,-,0,0,2019-Jan-11,RMT
77571,M14A,2007067,-1,41.503,-113.3471,1.318,-,-,-,0,0,2019-Jan-11,RMT
77572,M15A,2007067,-1,41.4632,-112.4477,1.348,-,-,-,0,0,2019-Jan-11,RMT
77598,N14A,2007067,-1,40.8513,-113.1867,1.325,-,-,-,0,0,2019-Jan-11,RMT
77599,N15A,2007067,-1,40.8903,-112.5201,1.408,-,-,-,0,0,2019-Jan-11,RMT
77630,O13A,2007067,-1,40.1314,-113.9814,1.573,-,-,-,0,0,2019-Jan-11,RMT
77653,P13A,2007067,-1,39.455,-114.0156,1.555,-,-,-,0,0,2019-Jan-11,RMT
77668,PZCI,2007067,-1,44.341,-112.317,2.073,-,-,-,0,0,2019-Jan-11,RMT
77672,Q10A,2007067,-1,38.8247,-116.3999,2.027,-,-,-,0,0,2019-Jan-11,RMT
77675,Q13A,2007067,-1,38.9551,-114.0202,1.583,-,-,-,0,0,2019-Jan-11,RMT
77682,R11A,2007067,-1,38.3489,-115.5854,1.756,-,-,-,0,0,2019-Jan-11,RMT
77683,R12A,2007067,-1,38.3281,-114.6076,1.845,-,-,-,0,0,2019-Jan-11,RMT
77684,R14A,2007067,-1,38.2987,-113.0213,1.542,-,-,-,0,0,2019-Jan-11,RMT
77695,S10A,2007067,-1,37.923,-116.5948,1.796,-,-,-,0,0,2019-Jan-11,RMT
77696,S11A,2007067,-1,37.6444,-115.7472,1.456,-,-,-,0,0,2019-Jan-11,RMT
77697,S12A,2007067,-1,37.6083,-114.8489,1.479,-,-,-,0,0,2019-Jan-11,RMT
77698,S13A,2007067,-1,37.5808,-113.8604,1.698,-,-,-,0,0,2019-Jan-11,RMT
77699,S14A,2007067,-1,37.7601,-113.1684,1.746,-,-,-,0,0,2019-Jan-11,RMT
77708,SNP98,2007067,-1,38.9177,-119.4167,1.521,-,-,-,0,0,2019-Jan-11,RMT
77714,SNPD9,2007067,-1,39.8259,-120.0095,1.608,-,-,-,0,0,2019-Jan-11,RMT
77725,T11A,2007067,-1,37.2408,-115.2202,1.402,-,-,-,0,0,2019-Jan-11,RMT
77726,T12A,2007067,-1,36.7256,-114.7147,0.538,-,-,-,0,0,2019-Jan-11,RMT
77727,T13A,2007067,-1,37.0195,-113.9073,0.878,-,-,-,0,0,2019-Jan-11,RMT
77728,T14A,2007067,-1,37.0615,-113.084,1.529,-,-,-,0,0,2019-Jan-11,RMT
77729,T15A,2007067,-1,37.0183,-112.3824,1.561,-,-,-,0,0,2019-Jan-11,RMT
77745,U13A,2007067,-1,36.4151,-113.9653,0.712,-,-,-,0,0,2019-Jan-11,RMT
77746,U14A,2007067,-1,36.4182,-113.1805,1.916,-,-,-,0,0,2019-Jan-11,RMT
77753,W11,2007067,-1,45.805,-117.548,1.171,-,-,-,0,0,2019-Jan-11,RMT
77759,W18,2007067,-1,45.009,-117.1916,1.447,-,-,-,0,0,2019-Jan-11,RMT
77760,W19,2007067,-1,44.8448,-117.506,0.843,-,-,-,0,0,2019-Jan-11,RMT
77839,ECRI,2007144,-1,43.054,-111.371,2.086,-,-,-,0,0,2019-Jan-11,RMT
78017,OR033,2007144,-1,43.7741,-119.028,1.553,-,-,-,0,0,2019-Jan-11,RMT
78018,OR039,2007144,-1,43.6942,-118.9876,1.445,-,-,-,0,0,2019-Jan-11,RMT
78019,OR043,2007144,-1,43.6803,-119.7092,1.381,-,-,-,0,0,2019-Jan-11,RMT
78036,P15A,2007144,-1,39.5708,-112.2786,1.576,-,-,-,0,0,2019-Jan-11,RMT
78057,Q15A,2007144,-1,38.9995,-112.3793,1.477,-,-,-,0,0,2019-Jan-11,RMT
78082,S15A,2007144,-1,37.6761,-112.3627,2.102,-,-,-,0,0,2019-Jan-11,RMT
78114,T16A,2007144,-1,36.9839,-111.506,1.177,-,-,-,0,0,2019-Jan-11,RMT
78132,U15A,2007144,-1,36.428,-112.2915,2.489,-,-,-,0,0,2019-Jan-11,RMT
78133,U16A,2007144,-1,36.1428,-111.1297,1.544,-,-,-,0,0,2019-Jan-11,RMT
78134,U18A,2007144,-1,36.4199,-109.8696,1.878,-,-,-,0,0,2019-Jan-11,RMT
78135,V13A,2007144,-1,35.8522,-113.984,1.402,-,-,-,0,0,2019-Jan-11,RMT
78136,V15A,2007144,-1,35.8191,-112.1731,1.891,-,-,-,0,0,2019-Jan-11,RMT
78344,M16A,2007193,-1,41.3146,-111.6298,1.872,-,-,-,0,0,2019-Jan-11,RMT
78372,N16A,2007193,-1,40.8869,-111.437,2.028,-,-,-,0,0,2019-Jan-11,RMT
78404,O15A,2007193,-1,40.2807,-112.4694,1.611,-,-,-,0,0,2019-Jan-11,RMT
78405,O16A,2007193,-1,40.2067,-111.5024,1.789,-,-,-,0,0,2019-Jan-11,RMT
78411,OR020,2007193,-1,44.1566,-120.2471,1.202,-,-,-,0,0,2019-Jan-11,RMT
78412,OR025,2007193,-1,44.0303,-119.8616,1.277,-,-,-,0,0,2019-Jan-11,RMT
78414,OR035,2007193,-1,43.8876,-120.0227,1.252,-,-,-,0,0,2019-Jan-11,RMT
78416,OR040,2007193,-1,43.7174,-120.2849,1.376,-,-,-,0,0,2019-Jan-11,RMT
78418,OR044,2007193,-1,43.6325,-119.22,1.451,-,-,-,0,0,2019-Jan-11,RMT
78419,OR046,2007193,-1,43.6793,-120.1926,1.3579,-,-,-,0,0,2019-Jan-11,RMT
78420,OR048,2007193,-1,43.615,-120.4413,1.536,-,-,-,0,0,2019-Jan-11,RMT
78421,OR049,2007193,-1,43.5943,-118.6019,1.317,-,-,-,0,0,2019-Jan-11,RMT
78422,OR051,2007193,-1,43.6405,-120.0124,1.283,-,-,-,0,0,2019-Jan-11,RMT
78424,OR053,2007193,-1,43.5501,-118.4088,1.636,-,-,-,0,0,2019-Jan-11,RMT
78425,OR054,2007193,-1,43.5225,-118.103,1.115,-,-,-,0,0,2019-Jan-11,RMT
78426,OR055,2007193,-1,43.5491,-119.7632,1.343,-,-,-,0,0,2019-Jan-11,RMT
78427,OR057,2007193,-1,43.4987,-120.1158,1.377,-,-,-,0,0,2019-Jan-11,RMT
78429,OR059,2007193,-1,43.453,-119.5565,1.358,-,-,-,0,0,2019-Jan-11,RMT
78430,OR060,2007193,-1,43.4335,-119.0228,1.277,-,-,-,0,0,2019-Jan-11,RMT
78431,OR061,2007193,-1,43.3922,-120.5613,1.317,-,-,-,0,0,2019-Jan-11,RMT
78432,OR062,2007193,-1,43.3063,-119.7794,1.419,-,-,-,0,0,2019-Jan-11,RMT
78434,OR066,2007193,-1,43.346,-119.1891,1.255,-,-,-,0,0,2019-Jan-11,RMT
78435,OR069,2007193,-1,43.3061,-118.228,1.434,-,-,-,0,0,2019-Jan-11,RMT
78436,OR072,2007193,-1,43.2356,-119.297,1.306,-,-,-,0,0,2019-Jan-11,RMT
78437,OR073,2007193,-1,43.2469,-118.8962,1.27,-,-,-,0,0,2019-Jan-11,RMT
78438,OR074,2007193,-1,43.1638,-119.8539,1.631,-,-,-,0,0,2019-Jan-11,RMT
78439,OR076,2007193,-1,43.1553,-117.3447,1.395,-,-,-,0,0,2019-Jan-11,RMT
78440,OR077,2007193,-1,43.1971,-118.6543,1.285,-,-,-,0,0,2019-Jan-11,RMT
78441,OR078,2007193,-1,43.1607,-118.9717,1.289,-,-,-,0,0,2019-Jan-11,RMT
78442,OR079,2007193,-1,43.1287,-118.571,1.303,-,-,-,0,0,2019-Jan-11,RMT
78443,OR080,2007193,-1,43.0636,-117.6529,1.128,-,-,-,0,0,2019-Jan-11,RMT
78444,OR081,2007193,-1,43.1095,-118.4206,1.367,-,-,-,0,0,2019-Jan-11,RMT
78445,OR086,2007193,-1,43.0167,-119.7142,1.379,-,-,-,0,0,2019-Jan-11,RMT
78446,OR087,2007193,-1,42.9911,-118.6624,1.372,-,-,-,0,0,2019-Jan-11,RMT
78448,OR089,2007193,-1,43.0007,-118.028,1.317,-,-,-,0,0,2019-Jan-11,RMT
78449,OR093,2007193,-1,42.9194,-119.1798,1.498,-,-,-,0,0,2019-Jan-11,RMT
78450,OR094,2007193,-1,43.9399,-118.3348,1.258,-,-,-,0,0,2019-Jan-11,RMT
78451,OR095,2007193,-1,42.8565,-117.6588,1.048,-,-,-,0,0,2019-Jan-11,RMT
78452,OR096,2007193,-1,42.8138,-117.1137,1.569,-,-,-,0,0,2019-Jan-11,RMT
78453,OR097,2007193,-1,42.8203,-117.5739,1.2,-,-,-,0,0,2019-Jan-11,RMT
78454,OR098,2007193,-1,42.7754,-119.2302,1.421,-,-,-,0,0,2019-Jan-11,RMT
78456,OR103,2007193,-1,42.8278,-118.1059,1.68,-,-,-,0,0,2019-Jan-11,RMT
78457,OR104,2007193,-1,42.7169,-117.1935,1.415,-,-,-,0,0,2019-Jan-11,RMT
78458,OR106,2007193,-1,42.6797,-117.8765,1.183,-,-,-,0,0,2019-Jan-11,RMT
78459,OR120,2007193,-1,42.4165,-117.6786,1.418,-,-,-,0,0,2019-Jan-11,RMT
78471,P14A,2007193,-1,39.5906,-113.0687,1.784,-,-,-,0,0,2019-Jan-11,RMT
78473,P16A,2007193,-1,39.6092,-111.6595,1.822,-,-,-,0,0,2019-Jan-11,RMT
78485,Q14A,2007193,-1,38.9882,-113.2769,1.464,-,-,-,0,0,2019-Jan-11,RMT
78487,Q16A,2007193,-1,38.9176,-111.1716,1.912,-,-,-,0,0,2019-Jan-11,RMT
78488,Q19A,2007193,-1,38.9553,-109.263,1.283,-,-,-,0,0,2019-Jan-11,RMT
78497,R13A,2007193,-1,38.1802,-113.9691,1.969,-,-,-,0,0,2019-Jan-11,RMT
78499,R15A,2007193,-1,38.2108,-112.2767,1.861,-,-,-,0,0,2019-Jan-11,RMT
78500,R18A,2007193,-1,38.3862,-109.8942,1.828,-,-,-,0,0,2019-Jan-11,RMT
78501,R19A,2007193,-1,38.2916,-109.2607,2.035,-,-,-,0,0,2019-Jan-11,RMT
78518,S18A,2007193,-1,37.6903,-109.9948,2.351,-,-,-,0,0,2019-Jan-11,RMT
78519,S19A,2007193,-1,37.7459,-109.1366,2.059,-,-,-,0,0,2019-Jan-11,RMT
78549,T18A,2007193,-1,37.1364,-109.8741,1.297,-,-,-,0,0,2019-Jan-11,RMT
78550,T19A,2007193,-1,36.8299,-109.0249,1.736,-,-,-,0,0,2019-Jan-11,RMT
78570,U17A,2007193,-1,36.5996,-110.6624,1.976,-,-,-,0,0,2019-Jan-11,RMT
78578,W05,2007193,-1,45.128,-116.836,1.679,-,-,-,0,0,2019-Jan-11,RMT
78579,W06,2007193,-1,45.164,-117.034,1.627,-,-,-,0,0,2019-Jan-11,RMT
78580,W07,2007193,-1,45.25,-117.375,1.272,-,-,-,0,0,2019-Jan-11,RMT
78689,FSU1,2007213,-1,39.7219,-113.3912,1.454,-,-,-,0,0,2019-Jan-11,RMT
78690,FSU2,2007213,-1,39.7225,-113.392,1.468,-,-,-,0,0,2019-Jan-11,RMT
78691,FSU3,2007213,-1,39.7226,-113.3904,1.43,-,-,-,0,0,2019-Jan-11,RMT
78692,FSU4,2007213,-1,39.7213,-113.3904,1.448,-,-,-,0,0,2019-Jan-11,RMT
78693,FSU5,2007213,-1,39.7213,-113.392,1.465,-,-,-,0,0,2019-Jan-11,RMT
78699,G12A,2007213,-1,45.1285,-115.3257,1.78,-,-,-,0,0,2019-Jan-11,RMT
78722,HLJ1,2007213,-1,40.6105,-111.4007,1.942,-,-,-,0,0,2019-Jan-11,RMT
78725,HONU1,2007213,-1,41.6153,-112.0515,1.462,-,-,-,0,0,2019-Jan-11,RMT
78730,HVU1,2007213,-1,41.7801,-112.7754,1.589,-,-,-,0,0,2019-Jan-11,RMT
78731,HVU2,2007213,-1,41.779,-112.7752,1.578,-,-,-,0,0,2019-Jan-11,RMT
78732,HVU3,2007213,-1,41.7788,-112.7762,1.586,-,-,-,0,0,2019-Jan-11,RMT
78733,HVU4,2007213,-1,41.7802,-112.7764,1.588,-,-,-,0,0,2019-Jan-11,RMT
78734,HVU5,2007213,-1,41.7795,-112.7759,1.608,-,-,-,0,0,2019-Jan-11,RMT
78755,J16A,2007213,-1,43.2741,-111.6119,2.004,-,-,-,0,0,2019-Jan-11,RMT
78757,JLU1,2007213,-1,40.6018,-111.45,2.294,-,-,-,0,0,2019-Jan-11,RMT
78769,K15A,2007213,-1,42.6852,-112.5305,1.566,-,-,-,0,0,2019-Jan-11,RMT
78770,K16A,2007213,-1,42.8321,-111.5884,1.885,-,-,-,0,0,2019-Jan-11,RMT
78780,L14A,2007213,-1,42.0343,-113.2398,1.528,-,-,-,0,0,2019-Jan-11,RMT
78781,L15A,2007213,-1,42.0041,-112.386,1.6456,-,-,-,0,0,2019-Jan-11,RMT
78782,L16A,2007213,-1,42.0149,-111.4319,2.013,-,-,-,0,0,2019-Jan-11,RMT
78785,LDJ1,2007213,-1,40.5814,-111.4084,2.23,-,-,-,0,0,2019-Jan-11,RMT
78789,LKVW,2007213,-1,42.2242,-120.3596,1.512,-,-,-,0,0,2019-Jan-11,RMT
78804,M13A1,2007213,-1,41.3601,-114.1653,1.515,-,-,-,0,0,2019-Jan-11,RMT
78806,M14A1,2007213,-1,41.5031,-113.3473,1.314,-,-,-,0,0,2019-Jan-11,RMT
78833,N12A1,2007213,-1,40.8522,-115.0387,1.786,-,-,-,0,0,2019-Jan-11,RMT
78838,N17A,2007213,-1,40.9425,-110.8335,2.5,-,-,-,0,0,2019-Jan-11,RMT
78839,N18A,2007213,-1,40.9763,-109.6731,1.893,-,-,-,0,0,2019-Jan-11,RMT
78850,NPI1,2007213,-1,42.1487,-112.5191,1.667,-,-,-,0,0,2019-Jan-11,RMT
78873,O18A,2007213,-1,40.2655,-110.0082,1.582,-,-,-,0,0,2019-Jan-11,RMT
78939,P13A1,2007213,-1,39.455,-114.0156,1.555,-,-,-,0,0,2019-Jan-11,RMT
78943,P17A,2007213,-1,39.473,-110.74,1.687,-,-,-,0,0,2019-Jan-11,RMT
78944,P18A,2007213,-1,39.6279,-110.2457,2.743,-,-,-,0,0,2019-Jan-11,RMT
78968,Q18A,2007213,-1,39.1025,-110.1328,1.295,-,-,-,0,0,2019-Jan-11,RMT
78981,R17A,2007213,-1,38.4187,-110.7109,1.357,-,-,-,0,0,2019-Jan-11,RMT
78986,RCJ1,2007213,-1,40.6585,-111.4393,2.107,-,-,-,0,0,2019-Jan-11,RMT
79001,S16A,2007213,-1,37.7222,-111.5961,1.785,-,-,-,0,0,2019-Jan-11,RMT
79002,S17A,2007213,-1,37.6354,-110.8018,1.373,-,-,-,0,0,2019-Jan-11,RMT
79023,SNUT1,2007213,-1,40.8902,-112.5203,1.408,-,-,-,0,0,2019-Jan-11,RMT
79036,T17A,2007213,-1,36.9969,-110.8041,1.876,-,-,-,0,0,2019-Jan-11,RMT
79060,UTTR1,2007213,-1,41.13,-112.8975,1.44,-,-,-,0,0,2019-Jan-11,RMT
79061,UTTR2,2007213,-1,41.136,-112.9223,1.528,-,-,-,0,0,2019-Jan-11,RMT
79062,UTTR3,2007213,-1,41.0488,-112.9358,1.356,-,-,-,0,0,2019-Jan-11,RMT
79086,WMUT1,2007213,-1,40.0795,-111.831,2,-,-,-,0,0,2019-Jan-11,RMT
79087,WMUT2,2007213,-1,40.0801,-111.8295,2.017,-,-,-,0,0,2019-Jan-11,RMT
79088,WMUT3,2007213,-1,40.0792,-111.8291,2.019,-,-,-,0,0,2019-Jan-11,RMT
79089,WMUT4,2007213,-1,40.0786,-111.8301,2,-,-,-,0,0,2019-Jan-11,RMT
79090,WMUT5,2007213,-1,40.0794,-111.83,2.018,-,-,-,0,0,2019-Jan-11,RMT
79205,GRRI,2007214,-1,42.938,-111.422,2.207,-,-,-,0,0,2019-Jan-11,RMT
79637,D16A,2007291,-1,47.0308,-111.5492,1.427,-,-,-,0,0,2019-Jan-11,RMT
79638,D17A,2007291,-1,47.1523,-110.6873,1.535,-,-,-,0,0,2019-Jan-11,RMT
79639,D18A,2007291,-1,47.1961,-109.8023,1.202,-,-,-,0,0,2019-Jan-11,RMT
79642,DCID1,2007291,-1,43.5945,-111.1845,1.871,-,-,-,0,0,2019-Jan-11,RMT
79645,DLMT,2007291,-1,45.3625,-112.5964,1.569,-,-,-,0,0,2019-Jan-11,RMT
79651,E12A,2007291,-1,46.4151,-115.5705,1.555,-,-,-,0,0,2019-Jan-11,RMT
79655,E16A,2007291,-1,46.5336,-111.6764,1.398,-,-,-,0,0,2019-Jan-11,RMT
79656,E17A,2007291,-1,46.462,-110.8576,1.835,-,-,-,0,0,2019-Jan-11,RMT
79657,E18A,2007291,-1,46.5663,-109.9137,1.459,-,-,-,0,0,2019-Jan-11,RMT
79672,F18A,2007291,-1,45.9046,-109.7158,1.291,-,-,-,0,0,2019-Jan-11,RMT
79686,G16A,2007291,-1,45.2285,-111.8046,1.769,-,-,-,0,0,2019-Jan-11,RMT
79700,H14A,2007291,-1,44.6165,-113.3674,1.933,-,-,-,0,0,2019-Jan-11,RMT
79701,H15A,2007291,-1,44.6173,-112.6439,1.957,-,-,-,0,0,2019-Jan-11,RMT
79702,H16A,2007291,-1,44.7038,-111.2478,2.08,-,-,-,0,0,2019-Jan-11,RMT
79703,H17A,2007291,-1,44.3951,-110.5762,2.4,-,-,-,0,0,2019-Jan-11,RMT
79722,I12A,2007291,-1,43.7945,-115.1328,1.849,-,-,-,0,0,2019-Jan-11,RMT
