,sta,ondate,offdate,lat,lon,elev,staname,statype,refsta,dnorth,deast,lddate,type
0,AHID,2007135,-1,42.7654,-111.1004,1.96,-,-,-,0,0,2019-Jan-14,UTTR
1,AMD,2007135,-1,36.4526,-116.2818,0.7754,-,-,-,0,0,2019-Jan-14,UTTR
2,ARGU,2007135,-1,39.8228,-110.5437,2.828,-,-,-,0,0,2019-Jan-14,UTTR
3,ARUT,2007135,-1,37.788,-113.4403,1.646,-,-,-,0,0,2019-Jan-14,UTTR
4,BBU,2007135,-1,40.7455,-112.0112,1.291,-,-,-,0,0,2019-Jan-14,UTTR
5,BCE,2007135,-1,39.6131,-110.4084,2.666,-,-,-,0,0,2019-Jan-14,UTTR
6,BCW,2007135,-1,39.7303,-110.7425,2.614,-,-,-,0,0,2019-Jan-14,UTTR
7,BCYI,2007135,-1,44.3108,-113.4052,2.194,-,-,-,0,0,2019-Jan-14,UTTR
8,BEI,2007135,-1,42.1167,-111.7823,1.859,-,-,-,0,0,2019-Jan-14,UTTR
9,BEK,2007135,-1,39.8666,-120.3596,1.743,-,-,-,0,0,2019-Jan-14,UTTR
10,BGMT,2007135,-1,45.2333,-112.0405,2.172,-,-,-,0,0,2019-Jan-14,UTTR
11,BGU,2007135,-1,40.9208,-113.0298,1.64,-,-,-,0,0,2019-Jan-14,UTTR
12,BHU,2007135,-1,37.5939,-112.8621,3.25,-,-,-,0,0,2019-Jan-14,UTTR
13,BMO,2007135,-1,44.8525,-117.306,1.154,-,-,-,0,0,2019-Jan-14,UTTR
14,BMUT,2007135,-1,41.9582,-111.2342,2.243,-,-,-,0,0,2019-Jan-14,UTTR
15,BOZ,2007135,-1,45.597,-111.6297,1.589,-,-,-,0,0,2019-Jan-14,UTTR
16,BPMT,2007135,-1,46.4375,-113.4463,2.408,-,-,-,0,0,2019-Jan-14,UTTR
17,BTU,2007135,-1,37.7557,-111.8743,3.235,-,-,-,0,0,2019-Jan-14,UTTR
18,BURN,2007135,-1,43.5729,-119.1313,1.615,-,-,-,0,0,2019-Jan-14,UTTR
19,BUT,2007135,-1,46.0108,-112.5567,1.758,-,-,-,0,0,2019-Jan-14,UTTR
20,BW06,2007135,-1,42.7667,-109.5583,2.224,-,-,-,0,0,2019-Jan-14,UTTR
21,BZMT,2007135,-1,45.6482,-110.7967,1.905,-,-,-,0,0,2019-Jan-14,UTTR
22,CCUT,2007135,-1,37.5506,-113.3627,2.127,-,-,-,0,0,2019-Jan-14,UTTR
23,CHMT,2007135,-1,46.9143,-113.252,2.077,-,-,-,0,0,2019-Jan-14,UTTR
24,CNCI,2007135,-1,43.929,-113.453,1.914,-,-,-,0,0,2019-Jan-14,UTTR
25,COMI,2007135,-1,43.4618,-113.5938,1.89,-,-,-,0,0,2019-Jan-14,UTTR
26,CRBI,2007135,-1,43.8303,-112.6345,1.543,-,-,-,0,0,2019-Jan-14,UTTR
27,CTU,2007135,-1,40.6925,-111.7503,1.731,-,-,-,0,0,2019-Jan-14,UTTR
28,CWU,2007135,-1,40.4458,-112.1022,1.945,-,-,-,0,0,2019-Jan-14,UTTR
29,D11A,2007135,-1,47.0477,-116.3353,0.849,-,-,-,0,0,2019-Jan-14,UTTR
30,D12A,2007135,-1,47.0528,-115.3525,1.135,-,-,-,0,0,2019-Jan-14,UTTR
31,D13A,2007135,-1,47.0943,-114.4587,1,-,-,-,0,0,2019-Jan-14,UTTR
32,D14A,2007135,-1,47.0816,-113.5062,1.444,-,-,-,0,0,2019-Jan-14,UTTR
33,D15A,2007135,-1,47.0418,-112.5204,1.593,-,-,-,0,0,2019-Jan-14,UTTR
34,DAU,2007135,-1,40.4125,-111.2558,2.771,-,-,-,0,0,2019-Jan-14,UTTR
35,DBD,2007135,-1,39.3137,-111.0925,2.265,-,-,-,0,0,2019-Jan-14,UTTR
36,DCM,2007135,-1,39.695,-110.5833,2.537,-,-,-,0,0,2019-Jan-14,UTTR
37,DCU,2007135,-1,40.4137,-111.5268,1.829,-,-,-,0,0,2019-Jan-14,UTTR
38,DOM,2007135,-1,37.0021,-116.4095,1.711,-,-,-,0,0,2019-Jan-14,UTTR
39,DUG,2007135,-1,40.195,-112.8133,1.477,-,-,-,0,0,2019-Jan-14,UTTR
40,DWU,2007135,-1,38.1053,-112.9975,2.27,-,-,-,0,0,2019-Jan-14,UTTR
41,E10A,2007135,-1,46.485,-117.1102,0.903,-,-,-,0,0,2019-Jan-14,UTTR
42,E11A,2007135,-1,46.3559,-116.2092,0.831,-,-,-,0,0,2019-Jan-14,UTTR
43,E13A,2007135,-1,46.4423,-114.188,1.257,-,-,-,0,0,2019-Jan-14,UTTR
44,E14A,2007135,-1,46.4162,-113.4926,1.675,-,-,-,0,0,2019-Jan-14,UTTR
45,E15A,2007135,-1,46.4246,-112.6412,1.52,-,-,-,0,0,2019-Jan-14,UTTR
46,ECRI,2007135,-1,43.054,-111.371,2.086,-,-,-,0,0,2019-Jan-14,UTTR
47,EKU,2007135,-1,37.0747,-112.4968,1.829,-,-,-,0,0,2019-Jan-14,UTTR
48,ELFS,2007135,-1,40.6183,-120.7279,1.553,-,-,-,0,0,2019-Jan-14,UTTR
49,ELMT,2007135,-1,46.5222,-112.4945,1.981,-,-,-,0,0,2019-Jan-14,UTTR
50,ELU,2007135,-1,39.6402,-111.2038,2.97,-,-,-,0,0,2019-Jan-14,UTTR
51,EMI,2007135,-1,44.0742,-112.9262,1.963,-,-,-,0,0,2019-Jan-14,UTTR
52,EMU,2007135,-1,39.814,-110.8153,2.268,-,-,-,0,0,2019-Jan-14,UTTR
53,EPU,2007135,-1,41.3915,-112.4088,1.436,-,-,-,0,0,2019-Jan-14,UTTR
54,F08A,2007135,-1,45.7971,-118.7768,0.487,-,-,-,0,0,2019-Jan-14,UTTR
55,F09A,2007135,-1,45.7087,-117.9094,0.894,-,-,-,0,0,2019-Jan-14,UTTR
56,F10A,2007135,-1,45.9734,-117.2277,1.136,-,-,-,0,0,2019-Jan-14,UTTR
57,F11A,2007135,-1,45.8883,-116.1549,1.186,-,-,-,0,0,2019-Jan-14,UTTR
58,F12A,2007135,-1,45.7565,-115.2547,1.442,-,-,-,0,0,2019-Jan-14,UTTR
59,F13A,2007135,-1,45.7893,-114.3317,1.462,-,-,-,0,0,2019-Jan-14,UTTR
60,F14A,2007135,-1,45.8122,-113.3699,1.851,-,-,-,0,0,2019-Jan-14,UTTR
61,F15A,2007135,-1,45.8409,-112.4929,1.995,-,-,-,0,0,2019-Jan-14,UTTR
62,FBMT,2007135,-1,47.4068,-114.4222,1.518,-,-,-,0,0,2019-Jan-14,UTTR
63,FLU,2007135,-1,39.3782,-112.1715,1.951,-,-,-,0,0,2019-Jan-14,UTTR
64,FPU,2007135,-1,41.0263,-111.8368,2.816,-,-,-,0,0,2019-Jan-14,UTTR
65,FSU,2007135,-1,39.7225,-113.3913,1.487,-,-,-,0,0,2019-Jan-14,UTTR
66,FUR,2007135,-1,36.4672,-116.8632,-0.038,-,-,-,0,0,2019-Jan-14,UTTR
67,G08A,2007135,-1,45.2904,-118.9595,1.318,-,-,-,0,0,2019-Jan-14,UTTR
68,G09A,2007135,-1,45.2781,-117.7802,1.027,-,-,-,0,0,2019-Jan-14,UTTR
69,G10A,2007135,-1,45.2925,-117.1204,1.527,-,-,-,0,0,2019-Jan-14,UTTR
70,G11A,2007135,-1,45.3997,-116.268,1.343,-,-,-,0,0,2019-Jan-14,UTTR
71,G13A,2007135,-1,45.0931,-114.2329,1.538,-,-,-,0,0,2019-Jan-14,UTTR
72,G15A,2007135,-1,45.166,-112.4887,1.857,-,-,-,0,0,2019-Jan-14,UTTR
73,GCMT,2007135,-1,45.7912,-109.6672,1.53,-,-,-,0,0,2019-Jan-14,UTTR
74,GCN,2007135,-1,36.044,-112.128,2.294,-,-,-,0,0,2019-Jan-14,UTTR
75,GMU,2007135,-1,40.5755,-111.7632,1.829,-,-,-,0,0,2019-Jan-14,UTTR
76,GRA,2007135,-1,36.9961,-117.3662,0.689,-,-,-,0,0,2019-Jan-14,UTTR
77,GRD,2007135,-1,40.5983,-111.9258,1.323,-,-,-,0,0,2019-Jan-14,UTTR
78,GTRI,2007135,-1,43.244,-113.241,1.547,-,-,-,0,0,2019-Jan-14,UTTR
79,GZU,2007135,-1,41.4255,-111.975,2.646,-,-,-,0,0,2019-Jan-14,UTTR
80,H07A,2007135,-1,44.5913,-119.5646,1.204,-,-,-,0,0,2019-Jan-14,UTTR
81,H08A,2007135,-1,44.5191,-118.6704,1.373,-,-,-,0,0,2019-Jan-14,UTTR
82,H09A,2007135,-1,44.6653,-117.6643,1.263,-,-,-,0,0,2019-Jan-14,UTTR
83,H10A,2007135,-1,44.589,-116.7474,0.882,-,-,-,0,0,2019-Jan-14,UTTR
84,H11A,2007135,-1,44.7035,-116.0127,1.525,-,-,-,0,0,2019-Jan-14,UTTR
85,H12A,2007135,-1,44.5494,-114.8554,1.777,-,-,-,0,0,2019-Jan-14,UTTR
86,H13A,2007135,-1,44.5642,-114.2545,1.563,-,-,-,0,0,2019-Jan-14,UTTR
87,HBMT,2007135,-1,45.793,-112.6078,2.481,-,-,-,0,0,2019-Jan-14,UTTR
88,HDU,2007135,-1,41.8045,-111.7648,1.853,-,-,-,0,0,2019-Jan-14,UTTR
89,HEB,2007135,-1,40.5015,-111.3358,1.925,-,-,-,0,0,2019-Jan-14,UTTR
90,HHAI,2007135,-1,43.295,-112.3795,1.391,-,-,-,0,0,2019-Jan-14,UTTR
91,HLID,2007135,-1,43.5625,-114.4138,1.772,-,-,-,0,0,2019-Jan-14,UTTR
92,HLJ,2007135,-1,40.6105,-111.4007,1.931,-,-,-,0,0,2019-Jan-14,UTTR
93,HONU,2007135,-1,41.615,-112.05,1.515,-,-,-,0,0,2019-Jan-14,UTTR
94,HRU,2007135,-1,40.7945,-111.8857,1.62,-,-,-,0,0,2019-Jan-14,UTTR
95,HRY,2007135,-1,46.7113,-111.8312,1.342,-,-,-,0,0,2019-Jan-14,UTTR
96,HTU,2007135,-1,40.6745,-111.2207,2.586,-,-,-,0,0,2019-Jan-14,UTTR
97,HVU,2007135,-1,41.7797,-112.775,1.609,-,-,-,0,0,2019-Jan-14,UTTR
98,HWUT,2007135,-1,41.6069,-111.5652,1.83,-,-,-,0,0,2019-Jan-14,UTTR
99,I06A,2007135,-1,43.9437,-120.2107,1.2969,-,-,-,0,0,2019-Jan-14,UTTR
100,I07A,2007135,-1,44.082,-119.5042,1.293,-,-,-,0,0,2019-Jan-14,UTTR
101,I08A,2007135,-1,43.9104,-118.5692,1.189,-,-,-,0,0,2019-Jan-14,UTTR
102,I09A,2007135,-1,43.9733,-117.7407,0.95,-,-,-,0,0,2019-Jan-14,UTTR
103,I10A,2007135,-1,44.086,-116.8029,0.782,-,-,-,0,0,2019-Jan-14,UTTR
104,I11A,2007135,-1,43.9121,-115.9578,1.288,-,-,-,0,0,2019-Jan-14,UTTR
105,I13A,2007135,-1,43.9146,-114.1169,2.104,-,-,-,0,0,2019-Jan-14,UTTR
106,ICU,2007135,-1,37.1499,-113.9253,1.445,-,-,-,0,0,2019-Jan-14,UTTR
107,IMU,2007135,-1,38.6332,-113.1583,1.833,-,-,-,0,0,2019-Jan-14,UTTR
108,IRCI,2007135,-1,43.5153,-112.0333,1.442,-,-,-,0,0,2019-Jan-14,UTTR
109,ISCO,2007135,-1,39.7997,-105.6134,2.743,-,-,-,0,0,2019-Jan-14,UTTR
110,J06A,2007135,-1,43.2515,-120.1528,1.4072,-,-,-,0,0,2019-Jan-14,UTTR
111,J07A,2007135,-1,43.3736,-119.3105,1.273,-,-,-,0,0,2019-Jan-14,UTTR
112,J08A,2007135,-1,43.358,-118.4743,1.229,-,-,-,0,0,2019-Jan-14,UTTR
113,J09A,2007135,-1,43.3471,-117.7542,1.303,-,-,-,0,0,2019-Jan-14,UTTR
114,J10A,2007135,-1,43.4275,-116.767,0.748,-,-,-,0,0,2019-Jan-14,UTTR
115,J11A,2007135,-1,43.4151,-115.8278,1.302,-,-,-,0,0,2019-Jan-14,UTTR
116,J12A,2007135,-1,43.25,-115.098,1.587,-,-,-,0,0,2019-Jan-14,UTTR
117,J13A,2007135,-1,43.3979,-114.1742,1.552,-,-,-,0,0,2019-Jan-14,UTTR
118,JLU,2007135,-1,40.602,-111.45,2.285,-,-,-,0,0,2019-Jan-14,UTTR
119,JORV,2007135,-1,42.9777,-117.0537,1.338,-,-,-,0,0,2019-Jan-14,UTTR
120,K05A,2007135,-1,42.7258,-120.8934,1.887,-,-,-,0,0,2019-Jan-14,UTTR
121,K06A,2007135,-1,42.7991,-120.251,1.3402,-,-,-,0,0,2019-Jan-14,UTTR
122,K07A,2007135,-1,42.6912,-119.2469,1.407,-,-,-,0,0,2019-Jan-14,UTTR
123,K08A,2007135,-1,42.7308,-118.4864,1.391,-,-,-,0,0,2019-Jan-14,UTTR
124,K09A,2007135,-1,42.6996,-117.7251,1.176,-,-,-,0,0,2019-Jan-14,UTTR
125,K10A,2007135,-1,42.7779,-116.8705,1.701,-,-,-,0,0,2019-Jan-14,UTTR
126,K11A,2007135,-1,42.7713,-116.0323,0.914,-,-,-,0,0,2019-Jan-14,UTTR
127,K12A,2007135,-1,42.636,-114.9029,1.091,-,-,-,0,0,2019-Jan-14,UTTR
128,K13A,2007135,-1,42.6493,-114.084,1.222,-,-,-,0,0,2019-Jan-14,UTTR
129,K14A,2007135,-1,42.5452,-113.176,1.387,-,-,-,0,0,2019-Jan-14,UTTR
130,KLJ,2007135,-1,40.6308,-111.405,1.992,-,-,-,0,0,2019-Jan-14,UTTR
131,L05A,2007135,-1,42.0472,-120.8336,1.751,-,-,-,0,0,2019-Jan-14,UTTR
132,L07A,2007135,-1,42.0187,-119.3398,1.816,-,-,-,0,0,2019-Jan-14,UTTR
133,L08A,2007135,-1,42.1901,-118.3445,1.49,-,-,-,0,0,2019-Jan-14,UTTR
134,L09A,2007135,-1,42.0192,-117.6667,1.4305,-,-,-,0,0,2019-Jan-14,UTTR
135,L10A,2007135,-1,42.0773,-116.4711,1.537,-,-,-,0,0,2019-Jan-14,UTTR
136,L11A,2007135,-1,42.1669,-115.7541,1.511,-,-,-,0,0,2019-Jan-14,UTTR
137,L12A,2007135,-1,42.146,-115.0162,1.756,-,-,-,0,0,2019-Jan-14,UTTR
138,L13A,2007135,-1,42.0886,-113.9444,1.482,-,-,-,0,0,2019-Jan-14,UTTR
139,LCCM,2007135,-1,45.838,-111.878,1.669,-,-,-,0,0,2019-Jan-14,UTTR
140,LDJ,2007135,-1,40.5815,-111.4087,2.217,-,-,-,0,0,2019-Jan-14,UTTR
141,LEC,2007135,-1,36.5627,-116.6905,1.113,-,-,-,0,0,2019-Jan-14,UTTR
142,LEVU,2007135,-1,39.5065,-111.8147,1.996,-,-,-,0,0,2019-Jan-14,UTTR
143,LJI,2007135,-1,43.8208,-112.844,1.6,-,-,-,0,0,2019-Jan-14,UTTR
144,LKWY,2007135,-1,44.5652,-110.4,2.424,-,-,-,0,0,2019-Jan-14,UTTR
145,LLRI,2007135,-1,43.723,-112.933,1.471,-,-,-,0,0,2019-Jan-14,UTTR
146,LNO,2007135,-1,45.8717,-118.2862,0.771,-,-,-,0,0,2019-Jan-14,UTTR
147,LOHW,2007135,-1,43.6124,-110.6038,2.121,-,-,-,0,0,2019-Jan-14,UTTR
148,LRM,2007135,-1,45.8222,-112.451,2.326,-,-,-,0,0,2019-Jan-14,UTTR
149,LTU,2007135,-1,41.5918,-112.2472,1.585,-,-,-,0,0,2019-Jan-14,UTTR
150,LYMT,2007135,-1,46.97,-112.2895,2.237,-,-,-,0,0,2019-Jan-14,UTTR
151,M06C,2007135,-1,41.2047,-120.4772,1.434,-,-,-,0,0,2019-Jan-14,UTTR
152,M07A,2007135,-1,41.3884,-119.1711,1.4,-,-,-,0,0,2019-Jan-14,UTTR
153,M08A,2007135,-1,41.4483,-118.3792,1.2884,-,-,-,0,0,2019-Jan-14,UTTR
154,M09A,2007135,-1,41.423,-117.4497,1.3558,-,-,-,0,0,2019-Jan-14,UTTR
155,M10A,2007135,-1,41.522,-116.5396,1.6874,-,-,-,0,0,2019-Jan-14,UTTR
156,M11A,2007135,-1,41.4311,-115.7912,1.849,-,-,-,0,0,2019-Jan-14,UTTR
157,M12A,2007135,-1,41.4157,-114.9151,1.93,-,-,-,0,0,2019-Jan-14,UTTR
158,M13A,2007135,-1,41.3602,-114.1655,1.514,-,-,-,0,0,2019-Jan-14,UTTR
159,M14A,2007135,-1,41.503,-113.3471,1.318,-,-,-,0,0,2019-Jan-14,UTTR
160,M15A,2007135,-1,41.4632,-112.4477,1.348,-,-,-,0,0,2019-Jan-14,UTTR
161,MCID,2007135,-1,44.1903,-111.1827,2.149,-,-,-,0,0,2019-Jan-14,UTTR
162,MCMT,2007135,-1,44.8277,-112.8488,2.323,-,-,-,0,0,2019-Jan-14,UTTR
163,MCU,2007135,-1,41.4617,-111.5075,2.664,-,-,-,0,0,2019-Jan-14,UTTR
164,MGU,2007135,-1,40.6815,-111.9182,1.291,-,-,-,0,0,2019-Jan-14,UTTR
165,MHD,2007135,-1,40.6607,-111.8008,1.597,-,-,-,0,0,2019-Jan-14,UTTR
166,MLI,2007135,-1,42.0268,-112.1255,1.896,-,-,-,0,0,2019-Jan-14,UTTR
167,MMU,2007135,-1,38.1985,-111.2943,2.387,-,-,-,0,0,2019-Jan-14,UTTR
168,MOD,2007135,-1,41.9025,-120.3029,1.5545,-,-,-,0,0,2019-Jan-14,UTTR
169,MOMT,2007135,-1,44.5933,-112.3943,2.22,-,-,-,0,0,2019-Jan-14,UTTR
170,MOOW,2007135,-1,43.7486,-110.7448,2.128,-,-,-,0,0,2019-Jan-14,UTTR
171,MOUT,2007135,-1,41.199,-111.8788,2.743,-,-,-,0,0,2019-Jan-14,UTTR
172,MPU,2007135,-1,40.0155,-111.6333,1.909,-,-,-,0,0,2019-Jan-14,UTTR
173,MSO,2007135,-1,46.8292,-113.9406,1.264,-,-,-,0,0,2019-Jan-14,UTTR
174,MSU,2007135,-1,38.5123,-112.1772,2.105,-,-,-,0,0,2019-Jan-14,UTTR
175,MTLO,2007135,-1,36.3214,-113.1689,2.146,-,-,-,0,0,2019-Jan-14,UTTR
176,MTUT,2007135,-1,41.6709,-112.4551,1.373,-,-,-,0,0,2019-Jan-14,UTTR
177,MVCO,2007135,-1,37.2103,-108.4986,2.1699,-,-,-,0,0,2019-Jan-14,UTTR
178,N06A,2007135,-1,40.7484,-119.8346,1.341,-,-,-,0,0,2019-Jan-14,UTTR
179,N07B,2007135,-1,40.7797,-118.9711,1.302,-,-,-,0,0,2019-Jan-14,UTTR
180,N08A,2007135,-1,40.7811,-118.1337,1.4929,-,-,-,0,0,2019-Jan-14,UTTR
181,N09A,2007135,-1,40.852,-117.5244,1.6173,-,-,-,0,0,2019-Jan-14,UTTR
182,N10A,2007135,-1,40.7186,-116.508,1.392,-,-,-,0,0,2019-Jan-14,UTTR
183,N11A,2007135,-1,40.8167,-115.736,1.643,-,-,-,0,0,2019-Jan-14,UTTR
184,N12A,2007135,-1,40.8522,-115.0387,1.786,-,-,-,0,0,2019-Jan-14,UTTR
185,N13A,2007135,-1,40.8556,-114.2045,1.385,-,-,-,0,0,2019-Jan-14,UTTR
186,N14A,2007135,-1,40.8513,-113.1867,1.325,-,-,-,0,0,2019-Jan-14,UTTR
187,N15A,2007135,-1,40.8903,-112.5201,1.408,-,-,-,0,0,2019-Jan-14,UTTR
188,NAIU,2007135,-1,41.0162,-112.228,1.472,-,-,-,0,0,2019-Jan-14,UTTR
189,NDMT,2007135,-1,47.269,-114.7988,1.917,-,-,-,0,0,2019-Jan-14,UTTR
190,NLU,2007135,-1,39.9548,-112.075,2.036,-,-,-,0,0,2019-Jan-14,UTTR
191,NMU,2007135,-1,38.5165,-112.85,1.853,-,-,-,0,0,2019-Jan-14,UTTR
192,NOQ,2007135,-1,40.6525,-112.1203,1.622,-,-,-,0,0,2019-Jan-14,UTTR
193,NOQ3,2007135,-1,40.6526,-112.1186,1.617,-,-,-,0,0,2019-Jan-14,UTTR
194,NOQ4,2007135,-1,40.6527,-112.1205,1.655,-,-,-,0,0,2019-Jan-14,UTTR
195,NOQ5,2007135,-1,40.6536,-112.1193,1.64,-,-,-,0,0,2019-Jan-14,UTTR
196,NOQ6,2007135,-1,40.653,-112.1195,1.647,-,-,-,0,0,2019-Jan-14,UTTR
197,NPI,2007135,-1,42.1473,-112.5183,1.64,-,-,-,0,0,2019-Jan-14,UTTR
198,NPRI,2007135,-1,43.5975,-112.8272,1.513,-,-,-,0,0,2019-Jan-14,UTTR
199,NV01,2007135,-1,38.4295,-118.3037,2.04,-,-,-,0,0,2019-Jan-14,UTTR
200,NV02,2007135,-1,38.4372,-118.3055,2.097,-,-,-,0,0,2019-Jan-14,UTTR
201,NV03,2007135,-1,38.4278,-118.2937,2.006,-,-,-,0,0,2019-Jan-14,UTTR
202,NV04,2007135,-1,38.4233,-118.3068,1.998,-,-,-,0,0,2019-Jan-14,UTTR
203,NV05,2007135,-1,38.4464,-118.2913,2.198,-,-,-,0,0,2019-Jan-14,UTTR
204,NV06,2007135,-1,38.423,-118.2743,1.951,-,-,-,0,0,2019-Jan-14,UTTR
205,NV07,2007135,-1,38.4108,-118.2949,1.554,-,-,-,0,0,2019-Jan-14,UTTR
206,NV08,2007135,-1,38.4042,-118.3178,1.804,-,-,-,0,0,2019-Jan-14,UTTR
207,NV09,2007135,-1,38.4355,-118.3367,1.914,-,-,-,0,0,2019-Jan-14,UTTR
208,NV10,2007135,-1,38.448,-118.3192,2.213,-,-,-,0,0,2019-Jan-14,UTTR
209,NV11,2007135,-1,38.4328,-118.153,1.585,-,-,-,0,0,2019-Jan-14,UTTR
210,NV31,2007135,-1,38.4328,-118.1554,1.509,-,-,-,0,0,2019-Jan-14,UTTR
211,O06A,2007135,-1,40.165,-119.8275,1.2287,-,-,-,0,0,2019-Jan-14,UTTR
212,O07A,2007135,-1,40.1614,-118.8772,1.203,-,-,-,0,0,2019-Jan-14,UTTR
213,O08A,2007135,-1,40.2903,-118.155,2.1376,-,-,-,0,0,2019-Jan-14,UTTR
214,O09A,2007135,-1,40.1697,-117.1899,1.4917,-,-,-,0,0,2019-Jan-14,UTTR
215,O10A,2007135,-1,40.2917,-116.4999,1.47,-,-,-,0,0,2019-Jan-14,UTTR
216,O11A,2007135,-1,40.1313,-115.657,1.948,-,-,-,0,0,2019-Jan-14,UTTR
217,O12A,2007135,-1,40.2679,-114.7454,1.743,-,-,-,0,0,2019-Jan-14,UTTR
218,O13A,2007135,-1,40.1314,-113.9814,1.573,-,-,-,0,0,2019-Jan-14,UTTR
219,OR002,2007135,-1,45.0215,-117.8742,1.019,-,-,-,0,0,2019-Jan-14,UTTR
220,OR005,2007135,-1,44.6832,-118.1444,1.318,-,-,-,0,0,2019-Jan-14,UTTR
221,OR009,2007135,-1,44.4657,-119.4132,0.916,-,-,-,0,0,2019-Jan-14,UTTR
222,OR011,2007135,-1,44.3969,-118.836,1.146,-,-,-,0,0,2019-Jan-14,UTTR
223,OR014,2007135,-1,44.2038,-119.0243,1.45,-,-,-,0,0,2019-Jan-14,UTTR
224,OR058,2007135,-1,43.4872,-119.7032,1.4134,-,-,-,0,0,2019-Jan-14,UTTR
225,OR064,2007135,-1,43.3887,-119.3472,1.311,-,-,-,0,0,2019-Jan-14,UTTR
226,OR088,2007135,-1,42.9656,-117.3023,1.204,-,-,-,0,0,2019-Jan-14,UTTR
227,OR108,2007135,-1,42.6329,-118.977,1.401,-,-,-,0,0,2019-Jan-14,UTTR
228,OR111,2007135,-1,42.5092,-118.904,1.456,-,-,-,0,0,2019-Jan-14,UTTR
229,OR132,2007135,-1,42.9299,-118.8252,1.3204,-,-,-,0,0,2019-Jan-14,UTTR
230,OR133,2007135,-1,43.9104,-120.429,1.425,-,-,-,0,0,2019-Jan-14,UTTR
231,OVMT,2007135,-1,47.0643,-112.9967,1.494,-,-,-,0,0,2019-Jan-14,UTTR
232,OWUT,2007135,-1,38.78,-111.4237,2.568,-,-,-,0,0,2019-Jan-14,UTTR
233,P06A,2007135,-1,39.6785,-119.8983,1.3686,-,-,-,0,0,2019-Jan-14,UTTR
234,P07A,2007135,-1,39.5399,-118.8893,1.2186,-,-,-,0,0,2019-Jan-14,UTTR
235,P08A,2007135,-1,39.6946,-118.08,1.0402,-,-,-,0,0,2019-Jan-14,UTTR
236,P09A,2007135,-1,39.5516,-117.1395,1.7377,-,-,-,0,0,2019-Jan-14,UTTR
237,P10A,2007135,-1,39.6202,-116.4639,1.874,-,-,-,0,0,2019-Jan-14,UTTR
238,P11A,2007135,-1,39.553,-115.7536,1.787,-,-,-,0,0,2019-Jan-14,UTTR
239,P12A,2007135,-1,39.4731,-114.9075,1.878,-,-,-,0,0,2019-Jan-14,UTTR
240,P13A,2007135,-1,39.455,-114.0156,1.555,-,-,-,0,0,2019-Jan-14,UTTR
241,PAH,2007135,-1,39.7106,-119.3854,1.52,-,-,-,0,0,2019-Jan-14,UTTR
242,PCMT,2007135,-1,47.2152,-114.0278,1.873,-,-,-,0,0,2019-Jan-14,UTTR
243,PGAZ,2007135,-1,36.906,-111.462,2.418,-,-,-,0,0,2019-Jan-14,UTTR
244,PTU,2007135,-1,41.9293,-112.3247,2.192,-,-,-,0,0,2019-Jan-14,UTTR
245,PV01,2007135,-1,38.1344,-108.5703,2.182,-,-,-,0,0,2019-Jan-14,UTTR
246,PV02,2007135,-1,38.2073,-108.7372,2.166,-,-,-,0,0,2019-Jan-14,UTTR
247,PV03,2007135,-1,38.2543,-108.848,2.007,-,-,-,0,0,2019-Jan-14,UTTR
248,PV05,2007135,-1,38.0782,-109.0992,2.115,-,-,-,0,0,2019-Jan-14,UTTR
249,PV07,2007135,-1,38.438,-108.6467,2.001,-,-,-,0,0,2019-Jan-14,UTTR
250,PV09,2007135,-1,38.4987,-109.1335,2.652,-,-,-,0,0,2019-Jan-14,UTTR
251,PV10,2007135,-1,38.3763,-109.0388,2.316,-,-,-,0,0,2019-Jan-14,UTTR
252,PV15,2007135,-1,38.3418,-108.481,2.28,-,-,-,0,0,2019-Jan-14,UTTR
253,PZCI,2007135,-1,44.341,-112.317,2.073,-,-,-,0,0,2019-Jan-14,UTTR
254,Q07A,2007135,-1,38.9383,-118.8078,1.2759,-,-,-,0,0,2019-Jan-14,UTTR
255,Q08A,2007135,-1,38.8606,-117.9316,1.4115,-,-,-,0,0,2019-Jan-14,UTTR
256,Q09A,2007135,-1,38.834,-117.1816,1.7035,-,-,-,0,0,2019-Jan-14,UTTR
257,Q10A,2007135,-1,38.8247,-116.3999,2.027,-,-,-,0,0,2019-Jan-14,UTTR
258,Q11A,2007135,-1,38.8455,-115.6541,1.562,-,-,-,0,0,2019-Jan-14,UTTR
259,Q12A,2007135,-1,39.04,-114.8299,1.625,-,-,-,0,0,2019-Jan-14,UTTR
260,Q13A,2007135,-1,38.9551,-114.0202,1.583,-,-,-,0,0,2019-Jan-14,UTTR
261,QLMT,2007135,-1,44.8307,-111.43,2.064,-,-,-,0,0,2019-Jan-14,UTTR
262,R06C,2007135,-1,38.5226,-119.4509,1.698,-,-,-,0,0,2019-Jan-14,UTTR
263,R07C,2007135,-1,38.089,-119.0469,1.996,-,-,-,0,0,2019-Jan-14,UTTR
264,R08A,2007135,-1,38.3489,-118.1064,1.4198,-,-,-,0,0,2019-Jan-14,UTTR
265,R09A,2007135,-1,38.2397,-117.0718,1.759,-,-,-,0,0,2019-Jan-14,UTTR
266,R10A,2007135,-1,38.2886,-116.3021,1.6,-,-,-,0,0,2019-Jan-14,UTTR
267,R11A,2007135,-1,38.3489,-115.5854,1.756,-,-,-,0,0,2019-Jan-14,UTTR
